"Date","Name","Type","Quantity","Units","Calories","Fat (g)","Protein (g)","Carbohydrates (g)","Sugars (g)","Cholesterol (mg)","Sodium (mg)"
"06/07/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","18.94"
"06/07/2014","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","211.50","70"
"06/07/2014","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","200"
"06/07/2014","Bread, Homestyle Cracked Wheat","Breakfast","1.0","Slice","80","1","3","16","2","0","160"
"06/07/2014","Sauce, Chili, Hot","Breakfast","1.0","Teaspoon","5","0","0","1","1","0","60"
"06/07/2014","Burrito; Chicken; w/Guac","Lunch","1.0","Serving","854","23.83","44.59","119.31","4.60","65","1148.6"
"06/07/2014","Beer","Lunch","12.0","Fluid ounces","153","0","1.64","12.64","0","0","14.24"
"06/07/2014","Chips, Tortilla, White Corn","Lunch","10.0","Pieces","100","5","1.43","10.71","0","0","57.14"
"06/07/2014","Salsa Autentica","Lunch","0.25","Cup","20","0","0","4","0","0","520"
"06/07/2014","Risotto, Mushroom & Herb","Dinner","1.0","Cup","600","0","12","132","4","0","1120"
"06/07/2014","Beef Broth, Gluten Free, Low Fat","Dinner","2.0","Cups","30","0","4","2","2","10","1140"
"06/07/2014","Tomatoes, Cherry","Dinner","15.0","Each","46","0.51","2.24","10","6.71","0","12.75"
"06/07/2014","Zucchini","Dinner","15.0","Pieces","60","0","4","12","8","0","20"
"06/07/2014","Parmesan Cheese","Dinner","3.0","Tablespoons","90","4.50","9","0","4.50","22.50","405"
"06/07/2014","Oil, Olive, Extra Virgin","Dinner","0.667","Tablespoon","80","9.34","0","0","0","0","0"
"06/07/2014","Cafe Mocha; Nonfat; Medium","Snacks","16.0","Ounces","220","1","16","35","n/a","5","210"
"06/07/2014","Apple, Medium","Snacks","1.0","Each","95","0.31","0.47","25.13","18.91","0","1.82"
"06/07/2014","Grapes, Red European","Snacks","3.0","Cups","313","0.72","3.26","81.99","70.12","0","9.6"
"06/06/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","18.94"
"06/06/2014","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","211.50","70"
"06/06/2014","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","200"
"06/06/2014","Bread, Homestyle Cracked Wheat","Breakfast","1.0","Slice","80","1","3","16","2","0","160"
"06/06/2014","Sauce, Chili, Hot","Breakfast","1.0","Teaspoon","5","0","0","1","1","0","60"
"06/06/2014","Greek Yogurt (non fat)","Lunch","4.0","Cups","480","0","88","36","36","60","320"
"06/06/2014","Blackberries","Lunch","2.5","Cups","155","1.76","5","34.60","17.57","0","3.60"
"06/06/2014","Edamame Soybeans, in Pods","Dinner","1.0","Cup","200","6","16","18","2","0","60"
"06/06/2014","Sushi, California Roll","Dinner","6.0","Each","270","4.48","7.47","49.32","5.23","0","476"
"06/06/2014","Sushi, California Roll Plus","Dinner","4.0","Each","247","5","7","43.80","5","0","423.50"
"06/06/2014","Squash, Tempura Battered","Dinner","0.5","Each","75","4","0.50","8.50","0.50","0","455"
"06/06/2014","Salmon","Dinner","2.0","Ounces","95","5","12","0","0","35","27.50"
"06/06/2014","Fish, Tuna","Dinner","2.0","Ounces","80","0.67","16.67","0","n/a","33.33","26.67"
"06/06/2014","Avocado","Dinner","0.5","Each","161","14.73","2.1","8.57","0.66","0","7.4"
"06/06/2014","Chips, Tortilla, White Corn","Dinner","6.0","Pieces","60","3","0.86","6.43","0","0","34.29"
"06/06/2014","Rice, White, Medium Grain, Cooked","Dinner","0.25","Cup","60","0.10","1.11","13.29","0","0","0"
"06/06/2014","Dark Chocolate Peanut","Snacks","1.0","Serving","180","6","13","20","11","0","180"
"06/06/2014","Candy, Mints, Peppermint","Snacks","3.0","Each","10","0","0","2","2","0","0"
"06/06/2014","Ginger Chew","Snacks","3.0","Pieces","60","0","0","15","15","0","0"
"06/06/2014","Very Cherry Berry Blend","Snacks","1.0","Cup","90","0","1","22","16","0","5"
"06/06/2014","Milk, 1%, w/ Vitamin A & D","Snacks","1.0","Cup","102","2.37","8.22","12.18","12.69","12.20","107.36"
"06/06/2014","Apple, Medium","Snacks","1.0","Each","95","0.31","0.47","25.13","18.91","0","1.82"
"06/05/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","18.94"
"06/05/2014","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","211.50","70"
"06/05/2014","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","200"
"06/05/2014","Bread, Homestyle Cracked Wheat","Breakfast","1.0","Slice","80","1","3","16","2","0","160"
"06/05/2014","Sauce, Chili, Hot","Breakfast","1.0","Teaspoon","5","0","0","1","1","0","60"
"06/05/2014","Greek Yogurt (non fat)","Lunch","4.0","Cups","480","0","88","36","36","60","320"
"06/05/2014","Blackberries","Lunch","2.5","Cups","155","1.76","5","34.60","17.57","0","3.60"
"06/05/2014","Whole Wheat Spaghetti","Dinner","3.333","Ounces","350","2.50","13.33","68.33","3.33","0","0"
"06/05/2014","Diced and No Salt Added Diced Tomatoes","Dinner","0.5","Cup","30","0","1","6","4","0","15"
"06/05/2014","Tomato Sauce","Dinner","2.0","Tablespoons","10","0","0.50","2.50","0.50","0","155"
"06/05/2014","Cannellini Beans Trader Joes","Dinner","0.667","Cup","160","0","n/a","28.1","1.33","n/a","n/a"
"06/05/2014","Parmesan Cheese","Dinner","1.0","Tablespoon","30","1.50","3","0","1.50","7.50","135"
"06/05/2014","Hairicots Verts Green Beans (85g)","Dinner","1.0","Cup","33","0","2.67","8","1.33","0","6.67"
"06/05/2014","Nuts, Almonds, Whole, Blanched","Dinner","6.0","Teaspoons","105","9.11","3.95","3.59","0.89","0","5.4"
"06/05/2014","Oil, Olive, Extra Virgin","Dinner","1.0","Teaspoon","40","4.67","0","0","0","0","0"
"06/05/2014","Strawberries, Whole","Dinner","1.0","Cup","46","0.43","0.96","11.6","7.4","0","1.44"
"06/05/2014","Grapes, Green European","Snacks","0.5","Cup","52","0.12","0.54","13.67","11.69","0","1.51"
"06/05/2014","Apple, Medium","Snacks","1.0","Each","95","0.31","0.47","25.13","18.91","0","1.82"
"06/05/2014","Greek Yogurt, 0% Fat, Plain","Snacks","4.0","Cups","480","0","88","28","24","0","280"
"06/05/2014","Blackberries","Snacks","2.5","Cups","155","1.76","5","34.60","17.57","0","3.60"
"06/04/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","18.94"
"06/04/2014","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","211.50","70"
"06/04/2014","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","200"
"06/04/2014","Bread, Homestyle Cracked Wheat","Breakfast","1.0","Slice","80","1","3","16","2","0","160"
"06/04/2014","Sauce, Chili, Hot","Breakfast","1.0","Teaspoon","5","0","0","1","1","0","60"
"06/04/2014","Bread, Pita, White","Lunch","0.5","Each","83","0.36","2.73","16.71","0.39","0","160.80"
"06/04/2014","Hummus","Lunch","0.25","Cup","93","5.38","4.42","8","0","0","212.24"
"06/04/2014","Chicken, Breast, Grilled","Lunch","14.0","Ounces","434","14","77","0","0","227.50","653.33"
"06/04/2014","Salad, Field Greens","Lunch","2.0","Cups","44","0.19","3.47","8.93","4.44","0","72.11"
"06/04/2014","Salad Dressing, Honey Mustard, Reduced Fat","Lunch","1.0","Tablespoon","31","1.50","0.15","4.39","2.75","0","135"
"06/04/2014","Gin, 80 Proof","Dinner","2.0","Fluid ounces","129","0","0","0","0","0","0.56"
"06/04/2014","Water, Carbonated, Tonic","Dinner","8.0","Fluid ounces","82","0","0","21.12","21.12","0","28.80"
"06/04/2014","Cherries, Sweet","Dinner","0.5","Cup","49","0.15","0.82","12.33","9.87","0","0"
"06/04/2014","Ribeye Steak","Dinner","1.0","Pound","1,080","84","80","0","0","240","240"
"06/04/2014","Potato Wedges, w/ Skin","Dinner","4.0","Ounces","147","4","2.67","24","1.33","0","33.33"
"06/04/2014","Avocado","Dinner","0.25","Each","80","7.37","1","4.29","0.33","0","3.52"
"06/04/2014","Balsamic Vinegar, White","Dinner","1.0","Tablespoon","5","0","0","2","2","0","5"
"06/04/2014","Salad, Field Greens","Dinner","2.0","Cups","44","0.19","3.47","8.93","4.44","0","72.11"
"06/04/2014","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0"
"06/04/2014","Chicken, Breast, Grilled","Snacks","10.0","Ounces","310","10","55","0","0","162.50","466.67"
"06/04/2014","Salad Dressing, Thousand Island","Snacks","1.0","Teaspoon","20","1.87","0.6","0.78","0.81","1.39","46.3"
"06/04/2014","Chocolate&caramel Mini Cake","Snacks","3.0","Servings","210","15","3","18","15","15","45"
"06/04/2014","Ice Cream, Vanilla","Snacks","0.5","Cup","137","7.26","2.31","15.58","14.1","29.4","52.80"
"06/03/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","18.94"
"06/03/2014","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","211.50","70"
"06/03/2014","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","200"
"06/03/2014","Bread, Homestyle Cracked Wheat","Breakfast","1.0","Slice","80","1","3","16","2","0","160"
"06/03/2014","Sauce, Chili, Hot","Breakfast","1.0","Teaspoon","5","0","0","1","1","0","60"
"06/03/2014","Greek Yogurt (non fat)","Lunch","4.0","Cups","480","0","88","36","36","60","320"
"06/03/2014","Blackberries","Lunch","2.5","Cups","155","1.76","5","34.60","17.57","0","3.60"
"06/03/2014","Sweet Chicken Sausage","Dinner","4.0","Servings","760","48","68","4","n/a","240","2720"
"06/03/2014","Sorrento Salad Mix","Dinner","3.0","Cups","11","0","1.50","1.50","0","0","56.25"
"06/03/2014","Nuts, Almonds, Whole, Blanched","Dinner","0.125","Cup","105","9.11","3.95","3.59","0.89","0","5.4"
"06/03/2014","Pear, Medium","Dinner","0.5","Each","52","0.11","0.34","13.76","8.72","0","0.89"
"06/03/2014","Balsamic Vinegar, White","Dinner","0.5","Tablespoon","3","0","0","1","1","0","2.50"
"06/03/2014","Mustard, Spicy Brown","Dinner","0.5","Teaspoon","3","0","0","0","0","0","40"
"06/03/2014","Oil, Olive, Extra Virgin","Dinner","0.75","Tablespoon","90","10.50","0","0","0","0","0"
"06/03/2014","Honey, Light","Dinner","0.5","Teaspoon","11","0","0.1","2.88","2.87","0","0.14"
"06/03/2014","Candy, Mints, Peppermint","Snacks","3.0","Each","10","0","0","2","2","0","0"
"06/03/2014","Soymilk, Unsweetened","Snacks","8.0","Ounces","120","6","12","5","2","0","5"
"06/03/2014","Nectarines, Med, Fresh","Snacks","1.0","Each","62","0.45","1.51","14.98","11.20","0","0"
"06/03/2014","Ginger Chew","Snacks","1.0","Piece","20","0","0","5","5","0","0"
"06/03/2014","Pineapple, Slices, 3 3/4 x 3/4","Snacks","8.0","Pieces","336","0.81","3.63","88.17","66.19","0","6.72"
"06/03/2014","Strawberries, Whole","Snacks","2.0","Cups","92","0.86","1.93","22.12","14.8","0","2.88"
"06/03/2014","dolma","Snacks","10.0","Pieces","350","n/a","n/a","n/a","n/a","n/a","n/a"
"06/03/2014","Banana, Small, 6 to 6 7/8 Long","Snacks","1.0","Each","90","0.33","1.10","23.7","12.35","0","1.1"
"06/02/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","18.94"
"06/02/2014","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","211.50","70"
"06/02/2014","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","200"
"06/02/2014","Bread, Homestyle Cracked Wheat","Breakfast","1.0","Slice","80","1","3","16","2","0","160"
"06/02/2014","Sauce, Chili, Hot","Breakfast","1.0","Teaspoon","5","0","0","1","1","0","60"
"06/02/2014","Sauce, Peanut, Thai","Lunch","2.0","Tablespoons","120","7","4","10","8","0","230"
"06/02/2014","Salad, Field Greens","Lunch","1.0","Cup","22","0.10","1.73","4.47","2.22","0","36.5"
"06/02/2014","Chicken, Breast, Grilled","Lunch","24.0","Ounces","744","24","132","0","0","390","1120"
"06/02/2014","Oil, Sesame","Lunch","1.0","Tablespoon","124","14","0","0","0","0","0"
"06/02/2014","Teeny Tiny Potatoes","Dinner","1.5","Servings","195","6.75","3","28.50","1.50","0","67.50"
"06/02/2014","Broccoli Florets Trader Joes","Dinner","10.0","Ounces","83","0","10","13.33","6.67","0","83.33"
"06/02/2014","Sour Cream, Reg","Dinner","0.125","Cup","60","5","1","2","1","20","15"
"06/02/2014","Butter, Unsalted","Dinner","1.0","Teaspoon","34","3.84","0.4","0","0","10.18","0.52"
"06/02/2014","Ribeye Steak","Dinner","7.0","Ounces","473","36.75","35","0","0","105","105"
"06/02/2014","Shallots, Radish, Fresih","Dinner","0.125","Cup","14","0.2","0.50","3.36","0","0","2.40"
"06/02/2014","Mushrooms, Pieces/Slices","Dinner","2.0","Cups","31","0.48","4.33","4.56","2.77","0","7"
"06/02/2014","Stock, Beef, Homemade","Dinner","0.5","Cup","16","0.11","2.36","1.44","0.65","0","237.60"
"06/02/2014","Corn Starch, 100%","Dinner","0.75","Teaspoon","23","0","0","5.25","0","0","0"
"06/02/2014","Melon, Cantaloupe, Wedge, 1/8 Large Mellon","Snacks","4.0","Pieces","139","0.78","3.43","33.29","32.7","0","65.28"
"06/02/2014","Grapes, Red European","Snacks","3.0","Cups","313","0.72","3.26","81.99","70.12","0","9.6"
"06/02/2014","Strawberries, Whole","Snacks","2.0","Cups","92","0.86","1.93","22.12","14.8","0","2.88"
"06/08/2014","Snorkeling","Exercise","120","minutes","592.863"
"06/07/2014","Walking","Exercise","20","minutes","62.7091"
"06/07/2014","Hiking","Exercise","210","minutes","1316.89"
"06/06/2014","Walking","Exercise","30","minutes","94.0637"
"06/06/2014","Walking","Exercise","20","minutes","62.7091"
"06/06/2014","Stairmaster","Exercise","30","minutes","338.629"
"06/05/2014","Walking","Exercise","50","minutes","156.773"
"06/05/2014","Walking","Exercise","30","minutes","94.0637"
"06/05/2014","Walking","Exercise","50","minutes","156.773"
"06/04/2014","Rock Climbing","Exercise","30","minutes","244.566"
"06/04/2014","Walking","Exercise","20","minutes","62.7091"
"06/04/2014","Stairmaster","Exercise","30","minutes","338.629"
"06/03/2014","Walking","Exercise","50","minutes","156.773"
"06/03/2014","Walking","Exercise","50","minutes","156.773"
"06/03/2014","Walking","Exercise","30","minutes","94.0637"
"06/02/2014","Weight Lifting","Exercise","40","minutes","100.335"
"06/02/2014","Rock Climbing","Exercise","20","minutes","160.154"
"06/02/2014","Walking","Exercise","20","minutes","62.7091"
"06/02/2014","Stairmaster","Exercise","30","minutes","338.629"
