"Date","Name","Type","Quantity","Units","Calories","Fat (g)","Protein (g)","Carbohydrates (g)","Sugars (g)","Fiber (g)","Cholesterol (mg)","Sodium (mg)"
"09/03/2014","Yogurt, Blueberry Greek Nonfat","Snacks","5.333","Ounces","120","0","13","16","14","0","0","55"
"09/02/2014","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"09/02/2014","Milk, 2%, w/ Vitamin A & D","Breakfast","1.0","Tablespoon","8","0.30","0.50","0.73","0.77","0","1.22","7.17"
"09/02/2014","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"09/02/2014","Bread Whole Wheat Sprouted","Breakfast","1.0","Serving","90","0.50","5","19","2","5","0","160"
"09/02/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"09/02/2014","Tortilla, Flour, Burrito","Lunch","1.0","Each","290","9","7","44","0","2","0","670"
"09/02/2014","Turkey Sandwich Meat","Lunch","8.0","Slices","240","4","40","0","0","0","120","2800"
"09/02/2014","Dressing, Classic Caesar","Lunch","2.0","Tablespoons","50","0","0","11","3","0","0","350"
"09/02/2014","Grapes, Red European","Lunch","0.25","Cup","26","0.6","0.27","6.83","5.84","0.34","0","0.76"
"09/02/2014","Lettuce, Iceberg, Shredded","Lunch","2.0","Cups","20","0.20","1.30","4.28","2.84","1.73","0","14.40"
"09/02/2014","Turkey Hot Dogs","Dinner","3.0","Each","270","9","36","6","6","0","150","2010"
"09/02/2014","Bread Whole Wheat Sprouted","Dinner","2.0","Servings","180","1","10","38","4","10","0","320"
"09/02/2014","Nectarines, Med, Fresh","Dinner","1.0","Each","62","0.45","1.51","14.98","11.20","2.41","0","0"
"09/02/2014","Milk, 2%, w/ Vitamin A & D","Dinner","1.0","Cup","122","4.83","8.5","11.71","12.35","0","19.52","114.68"
"09/02/2014","Banana, Medium, 7 - 7 7/8 Long","Snacks","1.0","Each","105","0.39","1.29","26.95","14.43","3.7","0","1.18"
"09/02/2014","Apple, Large","Snacks","1.0","Each","116","0.38","0.58","30.80","23.17","5.35","0","2.23"
"09/02/2014","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"09/02/2014","Grapes, Red European","Snacks","3.0","Cups","313","0.72","3.26","81.99","70.12","4.8","0","9.6"
"09/01/2014","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"09/01/2014","Milk, 2%, w/ Vitamin A & D","Breakfast","1.0","Tablespoon","8","0.30","0.50","0.73","0.77","0","1.22","7.17"
"09/01/2014","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"09/01/2014","Bread Whole Wheat Sprouted","Breakfast","1.0","Serving","90","0.50","5","19","2","5","0","160"
"09/01/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"09/01/2014","Burrito; Regular; Chicken","Lunch","1.0","Serving","678","12.56","45.78","90.59","2","10.28","80.64","1170.56"
"09/01/2014","TJ's Handsome Cut Fries","Dinner","6.0","Ounces","280","10","6","44","0","4","0","540"
"09/01/2014","Extra Lean Ground Beef 96%","Dinner","12.0","Ounces","390","12","63","0","0","0","180","195"
"09/01/2014","Cheese, Cheddar, White, Extra Sharp","Dinner","1.0","Ounce","110","9","7","0","0","0","30","180"
"09/01/2014","Ketchup","Dinner","0.125","Cup","29","0.9","0.52","7.54","6.83","0.9","0","334.20"
"09/01/2014","Mustard, Yellow, Prepared","Dinner","0.125","Cup","20","1.20","1.31","1.60","0.26","0.99","0","340.50"
"09/01/2014","Plums, 2 1/8","Snacks","1.0","Each","30","0.18","0.46","7.54","6.55","0.92","0","0"
"09/01/2014","Strawberries, Whole","Snacks","6.0","Cups","276","2.59","5.79","66.36","42.25","17.28","0","8.64"
"09/01/2014","Plums, 2 1/8","Snacks","1.0","Each","30","0.18","0.46","7.54","6.55","0.92","0","0"
"09/01/2014","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"09/01/2014","Nectarines, Med, Fresh","Snacks","1.0","Each","62","0.45","1.51","14.98","11.20","2.41","0","0"
"09/01/2014","Banana, Medium, 7 - 7 7/8 Long","Snacks","1.0","Each","105","0.39","1.29","26.95","14.43","3.7","0","1.18"
"09/01/2014","Milk, 2%, w/ Vitamin A & D","Snacks","1.0","Cup","122","4.83","8.5","11.71","12.35","0","19.52","114.68"
"09/01/2014","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"09/06/2014","Walking","Exercise","80","minutes","239.406"
"09/05/2014","Walking","Exercise","20","minutes","59.8515"
"09/01/2014","Weight Lifting","Exercise","30","minutes","73.0"
"09/01/2014","Walking","Exercise","20","minutes","59.8515"
"09/01/2014","Walking","Exercise","80","minutes","239.406"
