"Date","Name","Type","Quantity","Units","Calories","Fat (g)","Protein (g)","Carbohydrates (g)","Sugars (g)","Cholesterol (mg)","Sodium (mg)"
"06/22/2014","Grapes, Red European","Snacks","3.0","Cups","313","0.72","3.26","81.99","70.12","0","9.6"
"06/22/2014","Ginger Chew","Snacks","5.0","Pieces","100","0","0","25","25","0","0"
"06/22/2014","Cafe Mocha; Nonfat; Medium","Snacks","16.0","Ounces","220","1","16","35","n/a","5","210"
"06/22/2014","TJ Very Cherry Berry Blend","Snacks","1.0","Serving","90","0","1","22","16","0","5"
"06/22/2014","Banana, Medium, 7 - 7 7/8 Long","Snacks","1.0","Each","105","0.39","1.29","26.95","14.43","0","1.18"
"06/22/2014","Milk, 1%, w/ Vitamin A & D","Snacks","1.0","Cup","102","2.37","8.22","12.18","12.69","12.20","107.36"
"06/22/2014","Strawberries, Whole","Snacks","3.0","Cups","138","1.30","2.89","33.18","21.12","0","4.32"
"06/21/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","18.94"
"06/21/2014","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","211.50","70"
"06/21/2014","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","200"
"06/21/2014","Bread, Homestyle Cracked Wheat","Breakfast","1.0","Slice","80","1","3","16","2","0","160"
"06/21/2014","Sauce, Chili, Hot","Breakfast","1.0","Tablespoon","15","0","0","3","3","0","180"
"06/21/2014","French Fries","Lunch","1.0","Each","400","18","7","54","0","0","245"
"06/21/2014","Chicken, Popcorn","Lunch","6.0","Ounces","435","21.74","25.69","31.62","0","69.18","1541.65"
"06/21/2014","Gravy, Country Style","Lunch","0.5","Cup","90","5.99","1.99","5.99","1.99","9.44","379.96"
"06/21/2014","Beer","Lunch","12.0","Fluid ounces","153","0","1.64","12.64","0","0","14.24"
"06/21/2014","Macaroni & Cheese","Lunch","1.0","Cup","240","10","9","28","3","15","750"
"06/21/2014","Bok Choy","Dinner","1.5","Cups","10","0","1","2","1","0","45"
"06/21/2014","Hawaiian Style Boneless Beef Short Ribs","Dinner","10.0","Ounces","475","30","42.50","7.50","7.50","150","1350"
"06/21/2014","Hot dog Hebrew National 97% Fat Free Beef Frank","Dinner","7.0","Pieces","315","7","42","14","0","105","3430"
"06/21/2014","Apple, Large","Snacks","1.0","Each","116","0.38","0.58","30.80","23.17","0","2.23"
"06/21/2014","Grapes, Red European","Snacks","3.0","Cups","313","0.72","3.26","81.99","70.12","0","9.6"
"06/21/2014","Beer","Snacks","12.0","Fluid ounces","153","0","1.64","12.64","0","0","14.24"
"06/21/2014","Strawberries, Whole","Snacks","3.0","Cups","138","1.30","2.89","33.18","21.12","0","4.32"
"06/21/2014","Apple, Large","Snacks","1.0","Each","116","0.38","0.58","30.80","23.17","0","2.23"
"06/20/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","18.94"
"06/20/2014","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","211.50","70"
"06/20/2014","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","200"
"06/20/2014","Bread, Homestyle Cracked Wheat","Breakfast","1.0","Slice","80","1","3","16","2","0","160"
"06/20/2014","Sauce, Chili, Hot","Breakfast","1.0","Tablespoon","15","0","0","3","3","0","180"
"06/20/2014","Greek Yogurt (non fat)","Lunch","4.0","Cups","480","0","88","36","36","60","320"
"06/20/2014","Raspberries","Lunch","2.75","Cups","176","2.20","4.6","40.39","14.95","0","3.38"
"06/20/2014","Salmon","Dinner","14.0","Ounces","665","35","84","0","0","245","192.50"
"06/20/2014","Asparagus, Spears, Cooked","Dinner","15.0","Each","75","0","11.25","11.25","7.50","0","0"
"06/20/2014","Strawberries, Whole","Dinner","6.0","Cups","276","2.59","5.79","66.36","42.25","0","8.64"
"06/20/2014","Caramel Candy","Snacks","2.0","Pieces","66","2.40","0.40","9.40","9","0","0"
"06/20/2014","Grapes, Red European","Snacks","1.0","Cup","104","0.24","1.9","27.33","23.37","0","3.2"
"06/20/2014","Candy, Mints, Peppermint","Snacks","3.0","Each","10","0","0","2","2","0","0"
"06/20/2014","Grapes, Red European","Snacks","3.0","Cups","313","0.72","3.26","81.99","70.12","0","9.6"
"06/20/2014","Gin, 80 Proof","Snacks","1.0","Fluid ounce","64","0","0","0","0","0","0.28"
"06/20/2014","Water, Carbonated, Tonic","Snacks","3.0","Fluid ounces","31","0","0","8.5","8.5","0","10.98"
"06/19/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","18.94"
"06/19/2014","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","211.50","70"
"06/19/2014","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","200"
"06/19/2014","Bread, Homestyle Cracked Wheat","Breakfast","1.0","Slice","80","1","3","16","2","0","160"
"06/19/2014","Sauce, Chili, Hot","Breakfast","1.0","Tablespoon","15","0","0","3","3","0","180"
"06/19/2014","Greek Yogurt (non fat)","Lunch","4.0","Cups","480","0","88","36","36","60","320"
"06/19/2014","Blackberries","Lunch","2.5","Cups","155","1.76","5","34.60","17.57","0","3.60"
"06/19/2014","Marinated Artichokes","Dinner","0.333","Cup","100","9","2","4","1","0","420"
"06/19/2014","Cheese, Feta, Crumbled","Dinner","3.0","Tablespoons","74","5.99","4","1.15","1.15","25.3","313.88"
"06/19/2014","Tomatoes, Sun Dried","Dinner","14.0","Grams","35","0","1","7","4","0","20"
"06/19/2014","Chicken, Breast, Grilled","Dinner","16.0","Ounces","496","16","88","0","0","260","746.67"
"06/19/2014","Spinach, Baby, Fresh","Dinner","3.0","Cups","30","0","2","5","0","0","90"
"06/19/2014","Pasta, Orzo","Dinner","0.5","Cup","400","2","14","82","4","0","0"
"06/19/2014","Balsamic Vinegar, White","Dinner","1.0","Tablespoon","5","0","0","2","2","0","5"
"06/19/2014","Oil, Olive, Extra Virgin","Dinner","0.25","Tablespoon","30","3.50","0","0","0","0","0"
"06/19/2014","Blueberries","Snacks","0.333","Cup","28","0.16","0.36","7.14","4.91","0","0.49"
"06/19/2014","Nectarines, Med, Fresh","Snacks","0.667","Each","42","0.30","1","9.99","7.47","0","0"
"06/19/2014","Beef Jerky, Teriyaki","Snacks","1.0","Package","100","1","17","6","6","25","750"
"06/19/2014","Soymilk Vanilla Organic","Snacks","1.0","Cup","100","3.50","7","9","7","n/a","95"
"06/19/2014","Banana, Large, 8 - 8 7/8 Long","Snacks","1.0","Each","121","0.45","1.48","31.6","16.63","0","1.36"
"06/19/2014","Strawberries, Whole","Snacks","3.0","Cups","138","1.30","2.89","33.18","21.12","0","4.32"
"06/19/2014","Strawberries, Whole","Snacks","3.0","Cups","138","1.30","2.89","33.18","21.12","0","4.32"
"06/19/2014","Ginger Chew","Snacks","1.0","Piece","20","0","0","5","5","0","0"
"06/18/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","18.94"
"06/18/2014","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","211.50","70"
"06/18/2014","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","200"
"06/18/2014","Bread, Homestyle Cracked Wheat","Breakfast","1.0","Slice","80","1","3","16","2","0","160"
"06/18/2014","Sauce, Chili, Hot","Breakfast","1.0","Tablespoon","15","0","0","3","3","0","180"
"06/18/2014","Egg, Scrambled, Large","Lunch","1.0","Each","102","7.45","6.76","1.34","1.6","214.72","170.80"
"06/18/2014","Broccoli","Lunch","1.0","Cup","31","0.34","2.57","6.4","1.55","0","30.3"
"06/18/2014","Cabbage, Kimchi Korean, Spicy, Marinated","Lunch","1.0","Ounce","8","0","0.50","1","0","0","120"
"06/18/2014","Sprouts, Lentil Bean","Lunch","2.0","Cups","163","0.85","13.80","34.10","0","0","16.94"
"06/18/2014","Chicken Breast, Skinless, Cooked","Lunch","6.0","Ounces","280","6","52.74","0","0","144","126"
"06/18/2014","Marinade, Teriyaki Sauce","Lunch","0.125","Cup","40","0","0","8","6","0","520"
"06/18/2014","Sauce, Chili, Hot","Lunch","4.0","Tablespoons","60","0","0","12","12","0","720"
"06/18/2014","Cucumber, Fresh, Med","Lunch","2.0","Cups","31","0.23","1.35","7.55","3.47","0","4.16"
"06/18/2014","Cabbage, Chopped","Lunch","2.0","Cups","45","0.18","2.28","10.32","5.70","0","32.4"
"06/18/2014","Beef, Skirt Steak, Trimmed","Dinner","7.0","Ounces","436","23.90","51.82","0","0","119","148.75"
"06/18/2014","Soy Sauce, Low Sodium","Dinner","1.0","Tablespoon","10","0.1","0.93","1.53","0.31","0","599.94"
"06/18/2014","Corn Starch, 100%","Dinner","0.5","Tablespoon","45","0","0","10.50","0","0","0"
"06/18/2014","Broccoli Florets Trader Joes","Dinner","12.0","Ounces","100","0","12","16","8","0","100"
"06/18/2014","Brown Rice Microwave","Dinner","1.0","Cup","230","2","5","49","0","0","1.95"
"06/18/2014","Chicken, Stock, Real","Dinner","0.125","Cup","2","0","0.38","0.13","0","0","62.50"
"06/18/2014","Soymilk Vanilla Organic","Snacks","1.0","Cup","100","3.50","7","9","7","n/a","95"
"06/18/2014","Banana, Medium, 7 - 7 7/8 Long","Snacks","1.0","Each","105","0.39","1.29","26.95","14.43","0","1.18"
"06/18/2014","Candy, Mints, Peppermint","Snacks","3.0","Each","10","0","0","2","2","0","0"
"06/18/2014","Greek Yogurt (non fat)","Snacks","4.0","Cups","480","0","88","36","36","60","320"
"06/18/2014","Blackberries","Snacks","2.5","Cups","155","1.76","5","34.60","17.57","0","3.60"
"06/17/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","18.94"
"06/17/2014","Egg Whites","Breakfast","1.0","Cup","133","0","26.67","0","0","0","400"
"06/17/2014","Bread, Homestyle Cracked Wheat","Breakfast","1.0","Slice","80","1","3","16","2","0","160"
"06/17/2014","Sauce, Chili, Hot","Breakfast","1.0","Tablespoon","15","0","0","3","3","0","180"
"06/17/2014","Greek Yogurt (non fat)","Lunch","4.0","Cups","480","0","88","36","36","60","320"
"06/17/2014","Blackberries","Lunch","2.5","Cups","155","1.76","5","34.60","17.57","0","3.60"
"06/17/2014","Beer","Dinner","24.0","Fluid ounces","306","0","3.28","25.28","0","0","28.48"
"06/17/2014","Pot Pie, Chicken","Dinner","12.0","Ounces","784","51.81","20.72","59.21","7.40","74.1","1346.96"
"06/17/2014","Grapes, Green European","Snacks","0.5","Cup","52","0.12","0.54","13.67","11.69","0","1.51"
"06/17/2014","Mini Moo's Half &Half Creamer ","Snacks","3.0","Servings","30","n/a","n/a","n/a","n/a","n/a","n/a"
"06/16/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","18.94"
"06/16/2014","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","211.50","70"
"06/16/2014","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","200"
"06/16/2014","Bread, Homestyle Cracked Wheat","Breakfast","1.0","Slice","80","1","3","16","2","0","160"
"06/16/2014","Sauce, Chili, Hot","Breakfast","1.0","Teaspoon","5","0","0","1","1","0","60"
"06/16/2014","Beets, Slices","Lunch","1.0","Cup","58","0.23","2.19","13","9.19","0","106.8"
"06/16/2014","Chicken, Breast, Grilled","Lunch","5.0","Ounces","155","5","27.50","0","0","81.25","233.33"
"06/16/2014","Salmon","Lunch","3.0","Ounces","143","7.50","18","0","0","52.50","41.25"
"06/16/2014","Cheese, Feta, Crumbled","Lunch","2.0","Tablespoons","50","3.99","2.66","0.77","0.77","16.69","209.25"
"06/16/2014","Dressing, Balsamic Vinaigrette","Lunch","2.0","Tablespoons","100","11","0","2","2","0","60"
"06/16/2014","Nuts, Walnuts, English, Halves, Dried","Lunch","3.0","Tablespoons","123","12.23","2.86","2.57","0.49","0","0.38"
"06/16/2014","Bacon, Uncured, Apple Smoked","Lunch","0.5","Piece","45","3.50","2.50","0","0","7.50","120"
"06/16/2014","Salad, Field Greens","Lunch","4.0","Cups","89","0.39","6.93","17.86","8.87","0","144.21"
"06/16/2014","Nuts, Almonds, Sliced","Lunch","0.125","Cup","66","5.68","2.44","2.49","0.45","0","0.12"
"06/16/2014","Zucchini","Dinner","15.0","Pieces","60","0","4","12","8","0","20"
"06/16/2014","Chicken Breast, Skinless, Cooked","Dinner","10.333","Ounces","482","10.33","90.83","0","0","247.99","216.99"
"06/16/2014","Chicken Broth, Organic, Free Range","Dinner","2.0","Cups","40","2","2","4","2","0","1140"
"06/16/2014","Risotto, Mushroom & Herb","Dinner","1.0","Cup","600","0","12","132","4","0","1120"
"06/16/2014","Oil, Olive, Extra Virgin","Dinner","0.667","Tablespoon","80","9.34","0","0","0","0","0"
"06/16/2014","Chicken, Breast, Grilled","Snacks","3.0","Ounces","93","3","16.50","0","0","48.75","140"
"06/16/2014","Grapes, Green European","Snacks","1.0","Cup","104","0.24","1.9","27.33","23.37","0","3.2"
"06/16/2014","Strawberries, Whole","Snacks","6.0","Cups","276","2.59","5.79","66.36","42.25","0","8.64"
"06/22/2014","Hiking","Exercise","225","minutes","1937.83"
"06/20/2014","Walking","Exercise","30","minutes","92.2777"
"06/20/2014","Stairmaster","Exercise","30","minutes","338.629"
"06/20/2014","Walking","Exercise","20","minutes","61.5185"
"06/19/2014","Walking","Exercise","50","minutes","153.796"
"06/19/2014","Walking","Exercise","30","minutes","92.2777"
"06/19/2014","Walking","Exercise","50","minutes","153.796"
"06/18/2014","Weight Lifting","Exercise","30","minutes","73.8222"
"06/18/2014","Rock Climbing","Exercise","30","minutes","239.922"
"06/17/2014","Walking","Exercise","30","minutes","92.2777"
"06/16/2014","Weight Lifting","Exercise","35","minutes","86.1259"
"06/16/2014","Rock Climbing","Exercise","30","minutes","239.922"
"06/16/2014","Walking","Exercise","20","minutes","62.7091"
"06/16/2014","Stairmaster","Exercise","30","minutes","338.629"
