"Date","Name","Type","Quantity","Units","Calories","Fat (g)","Protein (g)","Carbohydrates (g)","Sugars (g)","Cholesterol (mg)","Sodium (mg)"
"07/04/2014","Pineapple, Chunks","Snacks","3.0","Cups","248","0.59","2.67","64.94","48.76","0","4.95"
"07/03/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","18.94"
"07/03/2014","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","211.50","70"
"07/03/2014","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","200"
"07/03/2014","Milk, 2%, w/ Vitamin A & D","Breakfast","1.0","Tablespoon","8","0.30","0.50","0.73","0.77","1.22","7.17"
"07/03/2014","Bread, Homestyle Cracked Wheat","Breakfast","1.0","Slice","80","1","3","16","2","0","160"
"07/03/2014","Sauce, Chili, Hot","Breakfast","1.0","Tablespoon","15","0","0","3","3","0","180"
"07/03/2014","Greek Yogurt (non fat)","Lunch","4.0","Cups","480","0","88","36","36","60","320"
"07/03/2014","Blackberries","Lunch","2.5","Cups","155","1.76","5","34.60","17.57","0","3.60"
"07/03/2014","Pizza; 2014/07/03","Dinner","4.0","Servings","775","34.25","51","64.50","8.50","76.99","2409.89"
"07/03/2014","Baby Zucchini","Dinner","2.0","Cups","40","0","2.67","5.33","5.33","0","0"
"07/03/2014","Banana, Medium, 7 - 7 7/8 Long","Snacks","1.0","Each","105","0.39","1.29","26.95","14.43","0","1.18"
"07/03/2014","Pizza; Deep Dish; One Meat","Snacks","1.0","Serving","303","12","14","37","n/a","28","n/a"
"07/03/2014","Beer","Snacks","24.0","Fluid ounces","306","0","3.28","25.28","0","0","28.48"
"07/03/2014","Vegetables, Stir Fry","Snacks","8.0","Ounces","67","0","5.33","13.33","2.67","0","53.33"
"07/03/2014","Candy, Mints, Peppermint","Snacks","3.0","Each","10","0","0","2","2","0","0"
"07/03/2014","Grapes, Red European","Snacks","3.0","Cups","313","0.72","3.26","81.99","70.12","0","9.6"
"07/03/2014","Strawberries, Whole","Snacks","3.0","Cups","138","1.30","2.89","33.18","21.12","0","4.32"
"07/02/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","18.94"
"07/02/2014","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","211.50","70"
"07/02/2014","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","200"
"07/02/2014","Milk, 2%, w/ Vitamin A & D","Breakfast","1.0","Tablespoon","8","0.30","0.50","0.73","0.77","1.22","7.17"
"07/02/2014","Bread, Homestyle Cracked Wheat","Breakfast","1.0","Slice","80","1","3","16","2","0","160"
"07/02/2014","Sauce, Chili, Hot","Breakfast","1.0","Tablespoon","15","0","0","3","3","0","180"
"07/02/2014","Chicken, Breast, Grilled","Lunch","8.0","Ounces","248","8","44","0","0","130","373.33"
"07/02/2014","Peanuts, Raw","Lunch","2.0","Tablespoons","103","8.99","4.71","2.94","0.72","0","3.29"
"07/02/2014","Vegetables, Stir Fry","Lunch","6.0","Ounces","50","0","4","10","2","0","40"
"07/02/2014","Green Beans","Lunch","12.0","Ounces","100","0","8","24","12","0","20"
"07/02/2014","Oil, Olive, Extra Virgin","Lunch","1.0","Tablespoon","120","14","0","0","0","0","0"
"07/02/2014","Salad, Field Greens","Lunch","2.0","Cups","44","0.19","3.47","8.93","4.44","0","72.11"
"07/02/2014","Extra Lean Ground Beef 96%","Dinner","0.667","Pound","347","10.67","56.3","0","0","160.8","173.42"
"07/02/2014","Pasta, Pappardelle, dry, 1/4 bag","Dinner","0.333","Pound","586","4","21.31","109.22","2.66","n/a","n/a"
"07/02/2014","Tomatoes, Paste, Organic","Dinner","2.5","Tablespoons","38","0","1.25","7.50","1.25","0","37.50"
"07/02/2014","Beef Broth, Gluten Free, Low Fat","Dinner","0.5","Cup","8","0","1","0.50","0.50","2.50","285"
"07/02/2014","Sauce, Worcestershire, Original","Dinner","0.5","Tablespoon","3","0","0","0.50","0.50","0","32.50"
"07/02/2014","Microwaveable Asparagus","Dinner","1.5","Servings","75","6","3","4.50","1.50","0","67.50"
"07/02/2014","Strawberries, Whole","Snacks","3.0","Cups","138","1.30","2.89","33.18","21.12","0","4.32"
"07/02/2014","Apple, Large","Snacks","1.0","Each","116","0.38","0.58","30.80","23.17","0","2.23"
"07/01/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","18.94"
"07/01/2014","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","211.50","70"
"07/01/2014","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","200"
"07/01/2014","Milk, 2%, w/ Vitamin A & D","Breakfast","1.0","Tablespoon","8","0.30","0.50","0.73","0.77","1.22","7.17"
"07/01/2014","Bread, Homestyle Cracked Wheat","Breakfast","1.0","Slice","80","1","3","16","2","0","160"
"07/01/2014","Sauce, Chili, Hot","Breakfast","1.0","Tablespoon","15","0","0","3","3","0","180"
"07/01/2014","Greek Yogurt (non fat)","Lunch","4.0","Cups","480","0","88","36","36","60","320"
"07/01/2014","Blackberries","Lunch","2.5","Cups","155","1.76","5","34.60","17.57","0","3.60"
"07/01/2014","Chicken, Breast, Grilled","Dinner","14.0","Ounces","434","14","77","0","0","227.50","653.33"
"07/01/2014","Yellow & Red Peppers, Fire Roasted","Dinner","6.0","Ounces","90","6","0","12","6","0","660"
"07/01/2014","Chicken, Stock, Real","Dinner","0.125","Cup","2","0","0.38","0.13","0","0","62.50"
"07/01/2014","Balsamic Vinegar, White","Dinner","1.0","Teaspoon","2","0","0","0.67","0.67","0","1.67"
"07/01/2014","Salad, Baby Lettuce Mix","Dinner","2.0","Cups","15","0","1","3","0","0","60"
"07/01/2014","Tomatoes, Mini Heirloom","Dinner","10.0","Each","31","0.34","1.50","6.66","4.47","0","8.50"
"07/01/2014","Cheese, Feta, Crumbled","Dinner","1.5","Tablespoons","53","3","4.50","1.50","0.75","11.25","255"
"07/01/2014","Oil, Olive, Extra Virgin","Dinner","0.5","Tablespoon","60","7","0","0","0","0","0"
"07/01/2014","Vinegar, Balsamic","Dinner","0.5","Tablespoon","10","0","0","2.50","2.50","0","0"
"07/01/2014","Pizza; Deep Dish; One Meat","Snacks","2.0","Servings","606","24","28","74","n/a","56","n/a"
"07/01/2014","Nectarines, Med, Fresh","Snacks","1.0","Each","62","0.45","1.51","14.98","11.20","0","0"
"07/01/2014","Greek Yogurt, Plain, Nonfat","Snacks","2.0","Cups","240","0","44","14","12","0","140"
"07/01/2014","Blackberries","Snacks","1.0","Cup","62","0.71","2","13.84","7.3","0","1.44"
"06/30/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","18.94"
"06/30/2014","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","211.50","70"
"06/30/2014","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","200"
"06/30/2014","Bread, Homestyle Cracked Wheat","Breakfast","1.0","Slice","80","1","3","16","2","0","160"
"06/30/2014","Sauce, Chili, Hot","Breakfast","1.0","Tablespoon","15","0","0","3","3","0","180"
"06/30/2014","Corn Tortillas - Trader Joe's","Lunch","3.0","Pieces","180","1.50","3","36","0","0","0"
"06/30/2014","Chicken, Breast, Grilled","Lunch","10.0","Ounces","310","10","55","0","0","162.50","466.67"
"06/30/2014","Salsa Autentica","Lunch","0.25","Cup","20","0","0","4","0","0","520"
"06/30/2014","Vegetables, Stir Fry","Lunch","10.0","Ounces","83","0","6.67","16.67","3.33","0","66.67"
"06/30/2014","Hawaiian Style Boneless Beef Short Ribs","Dinner","11.0","Ounces","523","33","46.75","8.25","8.25","165","1485"
"06/30/2014","Peas, Snap","Dinner","170.0","Grams","70","0","4","12","6","0","0"
"06/30/2014","Juice, Orange","Dinner","3.0","Fluid ounces","42","0.19","0.65","9.67","7.81","0","0.93"
"06/30/2014","Butter, Unsalted","Dinner","1.0","Teaspoon","34","3.84","0.4","0","0","10.18","0.52"
"06/30/2014","Nectarines, Med, Fresh","Snacks","1.0","Each","62","0.45","1.51","14.98","11.20","0","0"
"06/30/2014","Greek Yogurt, Plain, Nonfat","Snacks","2.0","Cups","240","0","44","14","12","0","140"
"06/30/2014","Blackberries","Snacks","1.5","Cups","93","1.6","3","20.76","10.54","0","2.16"
"06/30/2014","Apple, Large","Snacks","1.0","Each","116","0.38","0.58","30.80","23.17","0","2.23"
"07/06/2014","Bicycling","Exercise","240","minutes","2722.75"
"07/05/2014","Stairmaster","Exercise","60","minutes","680.688"
"07/05/2014","Walking","Exercise","20","minutes","63.0267"
"07/04/2014","Walking","Exercise","20","minutes","63.0267"
"07/03/2014","Walking","Exercise","30","minutes","94.54"
"07/03/2014","Stairmaster","Exercise","30","minutes","338.629"
"07/03/2014","Walking","Exercise","20","minutes","63.0267"
"07/02/2014","Weight Lifting","Exercise","25","minutes","63.0267"
"07/02/2014","Rock Climbing","Exercise","35","minutes","286.771"
"07/01/2014","Running","Exercise","60","minutes","794.136"
"07/01/2014","Walking","Exercise","30","minutes","94.54"
"06/30/2014","Weight Lifting","Exercise","25","minutes","63.0267"
"06/30/2014","Rock Climbing","Exercise","25","minutes","204.837"
