"Date","Name","Type","Quantity","Units","Calories","Fat (g)","Protein (g)","Carbohydrates (g)","Sugars (g)","Cholesterol (mg)","Sodium (mg)"
"06/29/2014","Herb, Cilantro, Leaves","Dinner","1.0","Tablespoon","0","0.1","0.2","0.4","0.1","0","0.46"
"06/29/2014","Sauce, Soy, Dark","Dinner","1.5","Tablespoons","30","0","0.75","6","4.50","0","1215"
"06/29/2014","Honey, Light","Dinner","1.0","Tablespoon","64","0","0.6","17.30","17.25","0","0.84"
"06/29/2014","Oil, Olive, Extra Virgin","Dinner","1.0","Tablespoon","120","14","0","0","0","0","0"
"06/29/2014","Corn, Yellow, Sweet, Ear, Large, 7.75-9 Long","Dinner","1.0","Each","123","1.93","4.68","26.74","8.95","0","21.45"
"06/29/2014","Parmesan Cheese","Dinner","2.0","Tablespoons","60","3","6","0","3","15","270"
"06/29/2014","Butter, Unsalted","Dinner","1.0","Teaspoon","34","3.84","0.4","0","0","10.18","0.52"
"06/29/2014","Donut, Glazed","Snacks","1.0","Each","260","14","3","31","12","0","330"
"06/29/2014","Ice Cream, Cookies 'n Cream","Snacks","1.0","Cup","320","16","6","36","28","50","100"
"06/29/2014","Milk, Condensed, Sweetened","Snacks","1.0","Fluid ounce","122","3.31","3.1","20.67","20.67","12.92","48.26"
"06/29/2014","Grapes, Red European","Snacks","3.0","Cups","313","0.72","3.26","81.99","70.12","0","9.6"
"06/29/2014","Nectarines, Med, Fresh","Snacks","1.0","Each","62","0.45","1.51","14.98","11.20","0","0"
"06/29/2014","Banana, Medium, 7 - 7 7/8 Long","Snacks","1.0","Each","105","0.39","1.29","26.95","14.43","0","1.18"
"06/29/2014","Strawberries, Whole","Snacks","3.0","Cups","138","1.30","2.89","33.18","21.12","0","4.32"
"06/28/2014","Egg, Large","Breakfast","2.0","Each","143","9.94","12.57","0.78","0.77","423","140"
"06/28/2014","Sourdough Bread","Breakfast","2.0","Servings","160","0","4","30","0","0","300"
"06/28/2014","Trader Joes Lite Cheese Blend","Breakfast","0.125","Cup","40","2","4","0.50","0","7.50","67.50"
"06/28/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","18.94"
"06/28/2014","Trail Mix, Harvest Blend, All Natural","Lunch","1.5","Cups","1,200","80","40","96","56","0","40"
"06/28/2014","Beer","Dinner","12.0","Fluid ounces","153","0","1.64","12.64","0","0","14.24"
"06/28/2014","French Fries","Dinner","1.0","Each","400","18","7","54","0","0","245"
"06/28/2014","Dip, Ranch","Dinner","0.125","Cup","40","3.33","0.67","1.33","0.67","3.33","140"
"06/28/2014","Beer","Dinner","12.0","Fluid ounces","153","0","1.64","12.64","0","0","14.24"
"06/28/2014","Brainwash Bacon Blue Burger","Dinner","1.0","Serving","892","60.92","74.1","7.52","3.67","237.18","1352.2"
"06/28/2014","French Fries","Dinner","1.0","Each","400","18","7","54","0","0","245"
"06/28/2014","Ketchup","Dinner","0.25","Cup","58","0.19","1.4","15.9","13.66","0","668.40"
"06/28/2014","Mustard, Yellow, Prepared","Dinner","0.25","Cup","40","2.41","2.62","3.20","0.52","0","681"
"06/28/2014","Chocolate, Dark, Espresso Beans","Snacks","1.0","Cup","760","52","8","92","72","20","0"
"06/28/2014","Pretzels, Peanut Butter Filled","Snacks","8.0","Pieces","112","5.60","4","12","1.60","0","264"
"06/28/2014","Sausage, Chorizo, Mild","Snacks","1.0","Ounce","105","8.50","6","1.50","0","25","345"
"06/27/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","18.94"
"06/27/2014","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","211.50","70"
"06/27/2014","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","200"
"06/27/2014","Sauce, Chili, Hot","Breakfast","1.0","Tablespoon","15","0","0","3","3","0","180"
"06/27/2014","Sourdough Bread","Breakfast","1.0","Serving","80","0","2","15","0","0","150"
"06/27/2014","Greek Yogurt (non fat)","Lunch","4.0","Cups","480","0","88","36","36","60","320"
"06/27/2014","Blackberries","Lunch","2.5","Cups","155","1.76","5","34.60","17.57","0","3.60"
"06/27/2014","Chinese Dinner, Fried Rice, BBQ Pork","Dinner","3.0","Cups","948","57","33","72","n/a","n/a","978"
"06/27/2014","Chicken, Fried, Wing, w/ Skin, Fried in Batter","Dinner","2.0","Each","318","21.37","19.47","10.72","0","77.42","313.60"
"06/27/2014","Beer","Dinner","22.0","Fluid ounces","281","0","3","23.17","0","0","26.11"
"06/27/2014","Soymilk Vanilla Organic","Snacks","1.0","Cup","100","3.50","7","9","7","n/a","95"
"06/27/2014","Banana, Medium, 7 - 7 7/8 Long","Snacks","1.0","Each","105","0.39","1.29","26.95","14.43","0","1.18"
"06/27/2014","Beef Jerky, Original, 1.25 oz","Snacks","1.0","Package","100","1","18","4","4","25","740"
"06/27/2014","Candy, Mints, Peppermint","Snacks","3.0","Each","10","0","0","2","2","0","0"
"06/26/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","18.94"
"06/26/2014","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","211.50","70"
"06/26/2014","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","200"
"06/26/2014","Sauce, Chili, Hot","Breakfast","1.0","Tablespoon","15","0","0","3","3","0","180"
"06/26/2014","Bread, English Muffins, Fat Free","Breakfast","1.0","Piece","110","0","5","23","1","0","200"
"06/26/2014","Greek Yogurt (non fat)","Lunch","4.0","Cups","480","0","88","36","36","60","320"
"06/26/2014","Blackberries","Lunch","1.25","Cups","77","0.88","2.50","17.30","8.78","0","1.80"
"06/26/2014","Beer","Dinner","12.0","Fluid ounces","153","0","1.64","12.64","0","0","14.24"
"06/26/2014","Beer","Dinner","12.0","Fluid ounces","153","0","1.64","12.64","0","0","14.24"
"06/26/2014","Pasta, Elbow","Dinner","2.0","Ounces","200","1","7","42","1","0","0"
"06/26/2014","Organic Tomato Basil Marinara","Dinner","1.0","Cup","110","5","2","16","6","0","880"
"06/26/2014","Vegetables, Mixed, Canned","Dinner","1.0","Cup","80","0.41","4.22","15.9","3.93","0","242.87"
"06/26/2014","Spinach(Baby), Organic","Dinner","1.0","Cup","10","n/a","0.67","1.67","n/a","0","30"
"06/26/2014","Cranberries, Dried, Original","Dinner","1.0","Tablespoon","25","0","0","6.25","4.92","0","0"
"06/26/2014","Nuts, Walnuts, English, Halves, Dried","Dinner","2.0","Tablespoons","82","8.15","1.90","1.71","0.33","0","0.25"
"06/26/2014","Salad Dressing-Lite Raspberry Vinaigrette","Dinner","1.0","Tablespoon","20","1.50","0","2","2","0","27.50"
"06/26/2014","Shrimp, Cooked","Dinner","15.0","Each","82","0.89","17.25","0","0","160.88","184.80"
"06/26/2014","Blackberries","Snacks","1.25","Cups","77","0.88","2.50","17.30","8.78","0","1.80"
"06/26/2014","Grapes, Red European","Snacks","0.5","Cup","52","0.12","0.54","13.67","11.69","0","1.51"
"06/26/2014","Candy, Mints, Peppermint","Snacks","3.0","Each","10","0","0","2","2","0","0"
"06/26/2014","Watermelon, Diced, Fresh","Snacks","2.0","Cups","91","0.46","1.85","22.95","18.85","0","3.4"
"06/26/2014","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0"
"06/26/2014","Beer","Snacks","12.0","Fluid ounces","153","0","1.64","12.64","0","0","14.24"
"06/26/2014","Chips, Chocolate, 60% Cacao","Snacks","0.5","Ounce","75","5.60","0.93","7.47","5.60","0","0"
"06/26/2014","Egg Whites","Snacks","0.25","Cup","33","0","6.67","0","0","0","100"
"06/26/2014","Sugar, Turbinado, Bulk","Snacks","2.0","Tablespoons","90","0","0","24","24","0","0"
"06/25/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","18.94"
"06/25/2014","Muffin, Blueberry, Medium","Breakfast","1.0","Each","444","21.74","5.97","55.98","30.57","45.20","355.95"
"06/25/2014","Beef, Carne Asada, Steaks, w/ Lime Juice & Seasonings","Lunch","4.0","Ounces","107","4","17.33","1.33","0","46.67","333.33"
"06/25/2014","Chicken, Breast, Grilled","Lunch","4.0","Ounces","124","4","22","0","0","65","186.67"
"06/25/2014","Beans, Lentils, Cooked, No Salt","Lunch","0.25","Cup","57","0.19","4.46","9.96","0.89","0","0.99"
"06/25/2014","Onion, Yellow, Chopped","Lunch","0.5","Cup","32","0.8","0.88","7.47","3.39","0","3.20"
"06/25/2014","Oil, Olive, Extra Virgin","Lunch","1.0","Tablespoon","120","14","0","0","0","0","0"
"06/25/2014","Salad, Field Greens","Lunch","1.0","Cup","22","0.10","1.73","4.47","2.22","0","36.5"
"06/25/2014","Dressing, Balsamic Vinaigrette","Lunch","1.0","Tablespoon","50","5.50","0","1","1","0","30"
"06/25/2014","Bread, Pita, White","Lunch","1.5","Each","248","1.8","8.19","50.13","1.17","0","482.40"
"06/25/2014","Whiskey, 80 Proof","Dinner","2.0","Fluid ounces","128","0","0","0","0","0","0.56"
"06/25/2014","Cole Slaw, Fast Food","Dinner","0.5","Cup","101","6.54","0.63","9.83","8.5","2.64","133.98"
"06/25/2014","French Fries","Dinner","0.75","Each","300","13.50","5.25","40.50","0","0","183.75"
"06/25/2014","Baby Back Ribs","Dinner","12.0","Ounces","840","72","48","0","0","240","225"
"06/25/2014","Sauce, BBQ","Dinner","0.25","Cup","105","0.20","0","25.38","18.24","0","783.30"
"06/25/2014","Muffin, Corn, Mini","Dinner","2.0","Each","104","2.86","2.1","17.31","2.55","8.84","177.14"
"06/25/2014","Butter, Whipped, Salted","Dinner","0.5","Tablespoon","34","3.81","0.4","0","0","10.29","38.87"
"06/25/2014","Beer","Dinner","12.0","Fluid ounces","153","0","1.64","12.64","0","0","14.24"
"06/25/2014","Chicken, Breast, Grilled","Dinner","3.0","Ounces","93","3","16.50","0","0","48.75","140"
"06/25/2014","Greens, Collard, Chopped","Dinner","1.0","Cup","11","0.15","0.88","2.5","0.17","0","7.20"
"06/25/2014","Pork, Carne Al Pastor, w/ Adobo Seasoning, Diced","Dinner","1.0","Ounce","30","1","4.67","0.33","0.33","13.33","96.67"
"06/25/2014","Ketchup","Dinner","0.25","Cup","58","0.19","1.4","15.9","13.66","0","668.40"
"06/25/2014","Candy, Mints, Peppermint","Snacks","3.0","Each","10","0","0","2","2","0","0"
"06/25/2014","Cafe Mocha; Nonfat; Medium","Snacks","16.0","Ounces","220","1","16","35","n/a","5","210"
"06/25/2014","Cookie, Chocolate Chip, Soft","Snacks","2.0","Each","136","6.19","1.47","19.52","11.36","0","81.60"
"06/25/2014","Banana, Large, 8 - 8 7/8 Long","Snacks","1.0","Each","121","0.45","1.48","31.6","16.63","0","1.36"
"06/25/2014","Milk, 1%, w/ Vitamin A & D","Snacks","1.0","Cup","102","2.37","8.22","12.18","12.69","12.20","107.36"
"06/24/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","18.94"
"06/24/2014","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","211.50","70"
"06/24/2014","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","200"
"06/24/2014","Sauce, Chili, Hot","Breakfast","1.0","Tablespoon","15","0","0","3","3","0","180"
"06/24/2014","Bread, English Muffins, Fat Free","Breakfast","1.0","Piece","110","0","5","23","1","0","200"
"06/24/2014","Greek Yogurt (non fat)","Lunch","4.0","Cups","480","0","88","36","36","60","320"
"06/24/2014","Blueberries","Lunch","1.75","Cups","148","0.85","1.92","37.53","25.80","0","2.59"
"06/24/2014","Extra Lean Ground Beef 96%","Dinner","16.0","Ounces","520","16","84","0","0","240","260"
"06/24/2014","Bread, English Muffins, Fat Free","Dinner","2.0","Pieces","220","0","10","46","2","0","400"
"06/24/2014","Tomatoes, Fresh, Med","Dinner","1.0","Each","22","0.25","1.8","4.82","3.23","0","6.15"
"06/24/2014","Bok Choy","Dinner","3.0","Cups","20","0","2","4","2","0","90"
"06/24/2014","Trader Joes Lite Cheese Blend","Dinner","0.25","Cup","80","4","8","1","0","15","135"
"06/24/2014","Ground Beef, 80% Lean","Snacks","3.0","Ounces","230","15.15","21.89","0","0","77.35","63.75"
"06/24/2014","Plums, 2 1/8","Snacks","2.0","Each","61","0.37","0.92","15.7","13.9","0","0"
"06/24/2014","Candy, Mints, Peppermint","Snacks","3.0","Each","10","0","0","2","2","0","0"
"06/24/2014","Grapes, Green European","Snacks","3.0","Cups","313","0.72","3.26","81.99","70.12","0","9.6"
"06/24/2014","Strawberries, Whole","Snacks","3.0","Cups","138","1.30","2.89","33.18","21.12","0","4.32"
"06/24/2014","Milk, 1%, w/ Vitamin A & D","Snacks","1.0","Cup","102","2.37","8.22","12.18","12.69","12.20","107.36"
"06/24/2014","Banana, Large, 8 - 8 7/8 Long","Snacks","1.0","Each","121","0.45","1.48","31.6","16.63","0","1.36"
"06/24/2014","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0"
"06/23/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","18.94"
"06/23/2014","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","211.50","70"
"06/23/2014","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","200"
"06/23/2014","Bread, Homestyle Cracked Wheat","Breakfast","1.0","Slice","80","1","3","16","2","0","160"
"06/23/2014","Sauce, Chili, Hot","Breakfast","1.0","Tablespoon","15","0","0","3","3","0","180"
"06/23/2014","Salad, Field Greens","Lunch","3.0","Cups","67","0.29","5.20","13.40","6.66","0","108.16"
"06/23/2014","Dressing, Yogurt, Ranch","Lunch","1.0","Ounce","70","7","1","1","1","10","190"
"06/23/2014","Hummus","Lunch","0.25","Cup","93","5.38","4.42","8","0","0","212.24"
"06/23/2014","Bread, Pita, White","Lunch","0.5","Each","83","0.36","2.73","16.71","0.39","0","160.80"
"06/23/2014","Chicken, Breast, Grilled","Lunch","14.0","Ounces","434","14","77","0","0","227.50","653.33"
"06/23/2014","Chicken Nuggets","Dinner","13.0","Pieces","618","29.25","48.75","39","0","113.75","780"
"06/23/2014","Hairicots Verts Green Beans (85g)","Dinner","1.5","Cups","50","0","4","12","2","0","10"
"06/23/2014","Oil, Olive, Extra Virgin","Dinner","0.25","Tablespoon","30","3.50","0","0","0","0","0"
"06/23/2014","Mustard, Yellow, Prepared","Dinner","0.5","Tablespoon","5","0.30","0.33","0.40","0.6","0","85.13"
"06/23/2014","Apricot, Preserves, Organic, Reduced Sugar","Dinner","1.0","Tablespoon","30","0","0","7","7","0","0"
"06/23/2014","Sauce, Chili, Hot","Dinner","2.0","Tablespoons","30","0","0","6","6","0","360"
"06/23/2014","Chicken, Breast, Grilled","Snacks","4.0","Ounces","124","4","22","0","0","65","186.67"
"06/23/2014","Bread, Pita, White","Snacks","0.5","Each","83","0.36","2.73","16.71","0.39","0","160.80"
"06/23/2014","Hummus","Snacks","1.0","Tablespoon","23","1.34","1.11","2","0","0","53.6"
"06/23/2014","Grapes, Red European","Snacks","3.0","Cups","313","0.72","3.26","81.99","70.12","0","9.6"
"06/23/2014","Banana, Medium, 7 - 7 7/8 Long","Snacks","1.0","Each","105","0.39","1.29","26.95","14.43","0","1.18"
"06/23/2014","Milk, 1%, w/ Vitamin A & D","Snacks","1.0","Cup","102","2.37","8.22","12.18","12.69","12.20","107.36"
"06/28/2014","Hiking","Exercise","865","minutes","5403.74"
"06/27/2014","Walking","Exercise","15","minutes","46.8533"
"06/27/2014","Walking","Exercise","50","minutes","156.178"
"06/27/2014","Walking","Exercise","30","minutes","93.7065"
"06/27/2014","Walking","Exercise","50","minutes","156.178"
"06/26/2014","Walking","Exercise","30","minutes","93.7065"
"06/25/2014","Stairmaster","Exercise","30","minutes","338.629"
"06/25/2014","Walking","Exercise","20","minutes","62.471"
"06/24/2014","Walking","Exercise","50","minutes","156.178"
"06/24/2014","Walking","Exercise","50","minutes","156.178"
"06/24/2014","Walking","Exercise","30","minutes","93.7065"
"06/23/2014","Weight Lifting","Exercise","20","minutes","49.9768"
"06/23/2014","Rock Climbing","Exercise","30","minutes","239.922"
"06/23/2014","Walking","Exercise","20","minutes","62.471"
"06/23/2014","Stairmaster","Exercise","30","minutes","338.629"
